,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,type,cat
5,-1.7303482871287197,0.24656229105750294,-2.1401939898067868,-0.6964329221785398,0.2449108715526194,-0.3757887216913191,-0.39088076022625895,-0.9179075469160431,0.32469552816086333,-0.1153925636745881,0.14247326517042827,1.9458546922248672,-2.1928325189113975,-0.7657978232673324,0.5414115948821493,-0.9874513213406325,-1.340196724397158,1.034992819633769,1.8130895095901995,0.1930967712748237,-0.9154641642010458,5.0,1.0,1.0
5,-1.7303482871287197,0.24656229105750294,-2.1401939898067868,-0.6964329221785398,0.2449108715526194,-0.3757887216913191,-0.39088076022625895,-0.9179075469160431,0.32469552816086333,-0.1153925636745881,0.6824575667401527,-0.36243847158190146,0.5599658880460069,0.3062078351209331,-0.17224395885970972,-0.02959873671405376,-0.33165962617413963,0.13452524319218465,0.2581197197145062,-0.6133850777459282,-0.3285211095194689,6.0,0.0,1.0
6,-1.2354789260437653,0.2049039602324589,-1.2492787688756781,-1.4467632984902985,-0.5079976458774839,-0.23587217625514542,-0.37783580441810954,-1.1419433720190355,0.23114059338407816,0.01806141359491219,0.5281763377202319,1.5813873505711664,-1.7799127578677871,-0.8078372608511859,0.3701342619841033,-0.8747627819727997,-1.0040176916561518,0.5680837059233014,0.5069148860946173,-0.47897143624246946,-0.9154641642010458,5.0,1.0,1.0
6,-1.2354789260437653,0.2049039602324589,-1.2492787688756781,-1.4467632984902985,-0.5079976458774839,-0.23587217625514542,-0.37783580441810954,-1.1419433720190355,0.23114059338407816,0.01806141359491219,-0.7832141089491004,-0.11946024381276803,-1.091713156128436,0.32722755391285974,-0.3149750696080817,-0.02959873671405376,0.3583920726100308,0.067823941233557,-0.23947061304571335,-0.41176461549074045,-0.7477661485777385,6.0,0.0,1.0
7,-1.5574473143005343,-0.4137326943134858,-1.6208551303127483,-1.324151186310631,-0.340257333399182,-0.015423298325277033,-0.3403730433883703,-0.7349265342651294,0.4815023473018215,-0.8309596941564508,0.06533265066046715,1.8851101352825836,-2.1928325189113975,-0.891916136018893,0.25594937338540574,-0.8747627819727997,-1.6763757571381641,-0.032228011704384475,1.0667040104498688,-0.41176461549074045,-0.41237011733112255,7.0,1.0,2.0
7,-1.5574473143005343,-0.4137326943134858,-1.6208551303127483,-1.324151186310631,-0.340257333399182,-0.015423298325277033,-0.3403730433883703,-0.7349265342651294,0.4815023473018215,-0.8309596941564508,-0.16608919286941484,-0.4231830285241849,0.2846860473502662,3.2069290284068273,-0.3149750696080817,0.8155653085446922,0.9599756048834102,2.1022136509718856,-1.3590488617562135,-0.5461782569941989,-1.418558211070969,6.0,0.0,1.0
8,-1.6919164540124179,0.20990929089861285,-1.3862095064830313,-1.1065897641706581,0.01173017451847389,-0.3469440652146341,0.460193912262611,-0.9696483755550492,0.6214326081266964,-0.4743614168547629,0.4510357232102707,1.4598982366865996,-2.0551925985635275,-0.7237583856834788,0.4843191505828005,-1.212828400076298,-1.7294566570446388,0.7014863098405938,0.8801076356647841,0.2603035920265523,-0.8316151563893921,7.0,1.0,2.0
8,-1.6919164540124179,0.20990929089861285,-1.3862095064830313,-1.1065897641706581,0.01173017451847389,-0.3469440652146341,0.460193912262611,-0.9696483755550492,0.6214326081266964,-0.4743614168547629,-0.7060734944391399,-0.24094935769733491,0.14704612700239625,-0.8078372608511859,-0.20079018100938412,-0.9311070516567161,0.2876175394013979,-0.23233191758030444,0.5069148860946173,-0.27735097398728176,-0.8316151563893921,6.0,0.0,1.0
9,-0.9537891605918123,0.7375193136909012,-0.290994243649089,1.0269275673730132,1.0138615191669071,0.5194224305151248,0.38661345712984213,0.37532050942388356,-1.2660532440282501,0.33833764151320267,0.2196138796803887,0.9739417811483329,0.2846860473502662,0.13805008478551872,0.4272267062834517,-0.7620742426049669,-0.24319145966334857,1.034992819633769,0.8179088440697577,1.8060604693163267,0.006874921727147083,5.0,1.0,1.0
9,-0.9537891605918123,0.7375193136909012,-0.290994243649089,1.0269275673730132,1.0138615191669071,0.5194224305151248,0.38661345712984213,0.37532050942388356,-1.2660532440282501,0.33833764151320267,0.6824575667401527,-0.7269058132356019,0.7664257685678121,-0.8288569796431127,-0.3435212917577561,-0.14228727608188654,0.23453663949492326,-0.2990332195389321,0.009324553334397804,-0.5461782569941989,0.4261199607854167,6.0,0.0,1.0
10,-1.2256606788165672,0.2541486739037312,-1.4378593752184046,-0.7239902490094512,-1.2805368759020097,-0.5829957374824121,0.41604452715585116,-0.25577178747213847,-0.2765824136085458,-0.2302363144898332,-0.39751103639929686,1.4598982366865996,-1.6422728375199167,-0.7657978232673324,1.1694284821749852,-0.8747627819727997,-0.8978558918432026,0.4013304510267323,0.38251730290456176,0.05868312977136499,-1.0831621798243545,5.0,1.0,1.0
10,-1.2256606788165672,0.2541486739037312,-1.4378593752184046,-0.7239902490094512,-1.2805368759020097,-0.5829957374824121,0.41604452715585116,-0.25577178747213847,-0.2765824136085458,-0.2302363144898332,0.6824575667401527,-0.4231830285241849,0.6287858482199417,-0.839366839039076,-0.6575297354041739,-1.1001398607084654,-0.933243158447519,-1.299552748918458,-1.42124765335124,0.1930967712748237,1.264610038901956,5.0,0.0,1.0
11,-0.9537891605918127,0.7375193136909024,-0.2909942436490894,1.0269275673730152,1.013861519166907,0.5194224305151242,0.386613457129845,0.3753205094238812,-1.2660532440282524,0.3383376415132011,0.2196138796803887,0.9739417811483329,0.2846860473502662,0.13805008478551872,0.4272267062834517,-0.7620742426049669,-0.24319145966334857,1.034992819633769,0.8179088440697577,1.8060604693163267,0.006874921727147083,5.0,1.0,1.0
11,-0.9537891605918127,0.7375193136909024,-0.2909942436490894,1.0269275673730152,1.013861519166907,0.5194224305151242,0.386613457129845,0.3753205094238812,-1.2660532440282524,0.3383376415132011,1.0681606392899563,-0.6661612562933185,0.5599658880460069,-0.2613245722610898,-0.6004372911048251,-0.7620742426049669,-0.11933602654824106,0.0011226392749293526,-0.4882657794258245,-0.00852369098036436,-0.6639171407660849,5.0,0.0,1.0
12,-1.423842590779241,-0.6029616249043372,-2.5251130008987452,-0.026913711020760518,-0.5007273613430493,-0.830152389950671,-0.30532556837018854,0.28410599738552744,0.000116960862335127,-0.024024905251079007,-1.246057796008865,1.6725041859845917,-2.1928325189113975,-0.8078372608511859,0.9410587049775907,-0.8184185122888833,-1.0040176916561518,-0.13227996464236297,2.2484810507553954,-0.07573051173209372,-0.49621912514277616,5.0,1.0,1.0
12,-1.423842590779241,-0.6029616249043372,-2.5251130008987452,-0.026913711020760518,-0.5007273613430493,-0.830152389950671,-0.30532556837018854,0.28410599738552744,0.000116960862335127,-0.024024905251079007,0.5281763377202319,-0.9698840410047355,0.35350600752420136,-0.891916136018893,-0.45770618035645344,-0.8184185122888833,-0.7209195588216204,-0.899344937166655,-0.23947061304571335,0.6635445165369285,0.2584219451621094,5.0,0.0,1.0
13,-2.7571175201676033,1.707788574874067,-0.07067906369008578,3.7115057908402216,0.13688689337039917,1.539933616726637,4.4731622231917,-1.2691546342644169,-2.9734277266122775,-1.6397844980209761,0.4510357232102707,1.64213190751345,-0.19705367386727962,-0.8078372608511859,1.6547142587194497,-1.212828400076298,-1.5348266907208983,0.9015902157164767,0.2581197197145062,6.913778846447753,-1.167011187636008,5.0,1.0,1.0
13,-2.7571175201676033,1.707788574874067,-0.07067906369008578,3.7115057908402216,0.13688689337039917,1.539933616726637,4.4731622231917,-1.2691546342644169,-2.9734277266122775,-1.6397844980209761,-0.474651650909258,-1.0913731548893022,0.5599658880460069,-0.8288569796431127,-0.3435212917577561,0.9845981175964413,0.4822475057251383,-1.1661501450012026,1.9996858843752843,-0.07573051173209372,1.6000060701485719,7.0,0.0,2.0
14,-1.1468460205717634,2.1087530229735556,-0.7390876100133424,1.7742934588374224,-2.8794396720998683,1.7922996412322065,0.14044171596867566,-0.529247220447684,1.0012277741968765,0.869994452812206,1.299582482819839,1.7028764644557335,-0.9540732357805657,-0.345403447428797,3.424580031999261,1.209975196332107,0.5176347723294548,1.3017980274683167,-0.36386819623576894,2.3437150353301606,-1.0831621798243545,5.0,1.0,1.0
14,-1.1468460205717634,2.1087530229735556,-0.7390876100133424,1.7742934588374224,-2.8794396720998683,1.7922996412322065,0.14044171596867566,-0.529247220447684,1.0012277741968765,0.869994452812206,0.8367387957600749,0.48798532561006563,2.074005011872579,2.902143105923889,-0.45770618035645344,0.5901882298090266,0.9953628714877266,1.835408443137375,-1.4834464449462692,0.9323717995438459,-0.6639171407660849,5.0,0.0,1.0
15,-1.1717774114146589,2.1219614565126803,-0.7093411574617527,1.9820692322997087,-2.6417966664443715,1.9039471357341982,0.34256134571801355,-0.66845703036104,0.6984916756274381,0.8878085072781513,1.299582482819839,1.7028764644557335,-0.8852532756066306,-0.3243837286368702,3.253302699101215,1.1536309266481906,0.5707156722359293,1.3017980274683167,-0.30166940464074254,2.6797491390888073,-1.0831621798243545,5.0,1.0,1.0
15,-1.1717774114146589,2.1219614565126803,-0.7093411574617527,1.9820692322997087,-2.6417966664443715,1.9039471357341982,0.34256134571801355,-0.66845703036104,0.6984916756274381,0.8878085072781513,-0.474651650909258,-1.0306285979470187,0.4223259676981366,-0.8288569796431127,-0.6860759575538483,-0.14228727608188654,-0.06625512664176642,-1.099448843042575,0.19592092811947978,0.12588995052309435,0.7615159920320327,7.0,0.0,2.0
16,-0.5667262338292035,0.8190174696049376,1.095709852256314,1.9029859152951123,0.22883012172477307,-0.47511107468174263,-0.700033621811915,-0.1598533087257344,0.14234991331420083,-0.26905398051252216,0.9910200247799958,-0.36243847158190146,1.6610852508289689,-0.7657978232673324,1.0266973714266134,0.25212261170552824,-0.22549782636119037,0.7348369608199076,0.5069148860946173,1.47002636555768,0.006874921727147083,7.0,1.0,2.0
16,-0.5667262338292035,0.8190174696049376,1.095709852256314,1.9029859152951123,0.22883012172477307,-0.47511107468174263,-0.700033621811915,-0.1598533087257344,0.14234991331420083,-0.26905398051252216,-0.7060734944391399,0.8524526672637659,-1.9175526782156573,-0.9129358548108196,-0.2864288474584073,-0.02959873671405376,-0.29627235956982323,-0.6325397293321073,0.1337221365244534,-1.1510396437597625,-0.7477661485777385,6.0,0.0,1.0
17,-3.271185195479387,2.9628760695110277,0.1669231206823747,4.178682871686638,-6.051890322816405,-0.04307972592026487,3.034295551833963,3.6728906146298663,1.6645571750195531,1.9078358010653989,0.6824575667401527,1.3384091228020334,-0.2658736340412144,-0.7868175420592591,8.905454684736739,-0.8184185122888833,-1.0570985915626265,0.7014863098405938,-0.6748621542109092,5.031987865399333,-0.9993131720126994,5.0,1.0,1.0
17,-3.271185195479387,2.9628760695110277,0.1669231206823747,4.178682871686638,-6.051890322816405,-0.04307972592026487,3.034295551833963,3.6728906146298663,1.6645571750195531,1.9078358010653989,-0.7832141089491004,1.9458546922248672,1.1105255694374876,-0.891916136018893,-0.7717146240028714,-0.08594300639797016,-0.7209195588216204,-1.8331631645875532,0.693511260879702,-0.9494191815045746,1.9354021013951879,8.0,0.0,3.0
18,-1.4913427227777984,0.5072248218910034,-1.5709676192820936,-1.284871902244342,-0.05779620415282345,-0.9819104334384371,0.12527008699666936,-0.10360159625580534,0.22201137185350867,-0.35930317647458315,0.14247326517042827,1.520642793628883,-1.6422728375199167,-0.21928513467723623,0.8554200385285672,-1.3818612091280473,-1.5348266907208983,0.9015902157164767,1.0045052188548396,-0.2101441532355524,-1.2508601954476617,4.0,1.0,0.0
18,-1.4913427227777984,0.5072248218910034,-1.5709676192820936,-1.284871902244342,-0.05779620415282345,-0.9819104334384371,0.12527008699666936,-0.10360159625580534,0.22201137185350867,-0.35930317647458315,0.14247326517042827,0.0020288700717988445,0.6976058083938769,-0.9129358548108196,-0.6575297354041739,-0.7620742426049669,0.9776692381855684,-0.9993968901045965,-0.6126633626158801,-0.00852369098036436,0.6776669842203791,6.0,0.0,1.0
19,-2.359930802356245,2.7751478697342145,1.2841649722120843,3.7006817510056393,-5.432306010619056,-1.6793961252726664,2.3626234086597764,3.971582855067159,1.724283437467101,1.0946568865036217,0.5281763377202319,-0.11946024381276803,1.316985449959293,-0.7657978232673324,8.134706686695532,-0.7620742426049669,-1.0570985915626265,0.7348369608199076,-1.1102536953761024,3.687851450364747,-1.0831621798243545,6.0,1.0,1.0
19,-2.359930802356245,2.7751478697342145,1.2841649722120843,3.7006817510056393,-5.432306010619056,-1.6793961252726664,2.3626234086597764,3.971582855067159,1.724283437467101,1.0946568865036217,-0.5517922654192184,-0.18020480075505146,-1.229353076476306,0.4323261478724936,-0.3435212917577561,0.19577834202161182,0.3053111727035561,0.267927847109477,0.009324553334397804,-0.2101441532355524,-0.8316151563893921,5.0,0.0,1.0
20,-0.5661276264851879,0.6753278664410578,0.6642656919188382,0.5693948273044871,0.6313555039869686,-2.0592132800624667,-1.2843155190482427,-0.806349884065974,1.2528654233759786,-0.7629204929226604,1.299582482819839,-0.7269058132356019,1.1105255694374876,-0.7657978232673324,0.5985040391814981,-0.08594300639797016,-0.9863240583539936,0.7014863098405938,1.0667040104498688,-0.00852369098036436,-0.9154641642010458,6.0,1.0,1.0
20,-0.5661276264851879,0.6753278664410578,0.6642656919188382,0.5693948273044871,0.6313555039869686,-2.0592132800624667,-1.2843155190482427,-0.806349884065974,1.2528654233759786,-0.7629204929226604,-0.7832141089491004,1.9458546922248672,1.1105255694374876,-0.891916136018893,-0.7717146240028714,-0.08594300639797016,-0.7209195588216204,-1.8331631645875532,0.693511260879702,-0.9494191815045746,1.9354021013951879,8.0,0.0,3.0
21,-1.0542192151329217,0.5653185518728122,-0.7519965865521177,0.9933184111017808,0.838279837218489,-1.280695384650868,-0.6545641360426726,-0.3761631881003661,0.44694703914403466,-0.14440319616362496,0.29675449419034916,0.3057516547832157,-0.059413753519409265,-0.6606992293076985,0.7412351499298696,-0.42400862450146853,-0.7916940920302533,1.1683954235510243,1.8752883011852286,0.7979581580403872,-0.6639171407660849,5.0,1.0,1.0
21,-1.0542192151329217,0.5653185518728122,-0.7519965865521177,0.9933184111017808,0.838279837218489,-1.280695384650868,-0.6545641360426726,-0.3761631881003661,0.44694703914403466,-0.14440319616362496,-0.6289328799291788,-0.18020480075505146,0.4223259676981366,-0.5345809165561379,-0.5147986246558022,-0.6493857032371341,-0.24319145966334857,-1.1661501450012026,-0.30166940464074254,-1.2182464645114919,0.4261199607854167,7.0,0.0,2.0
22,-1.6902723371552606,0.8712581857671052,0.016433926384586992,0.7611928052237167,-0.6551772381800599,-0.09202787662669441,2.405996010164836,-0.679184786565872,-0.23554159279366918,-0.5173744769454504,0.5281763377202319,0.5487298825523491,-0.7476133552587604,-0.8078372608511859,1.4263444815220545,-1.1564841303923816,-1.3932776243036327,0.6347850078819661,-0.30166940464074254,2.5453354975853486,-0.8316151563893921,5.0,1.0,1.0
22,-1.6902723371552606,0.8712581857671052,0.016433926384586992,0.7611928052237167,-0.6551772381800599,-0.09202787662669441,2.405996010164836,-0.679184786565872,-0.23554159279366918,-0.5173744769454504,-0.3203704218893364,-0.4839275854664683,0.6976058083938769,-0.7868175420592591,-0.20079018100938412,0.5901882298090266,0.11068120637981575,-0.5658384273734798,1.564294343210091,-0.3445577947390111,0.006874921727147083,8.0,0.0,3.0
23,-1.1902262210598227,0.5885619682546613,-0.45896522750804647,-1.3428541740446174,-0.7394922443088481,-0.3175067033795979,0.5502446665414791,-1.0202421169988,0.4725413296594081,0.779977390799976,0.9910200247799958,0.9131972242060494,-1.4358129569981115,-0.6606992293076985,0.7983275942292188,-1.212828400076298,-0.8624686252388861,0.7014863098405938,-0.30166940464074254,-0.00852369098036436,-0.9154641642010458,5.0,1.0,1.0
23,-1.1902262210598227,0.5885619682546613,-0.45896522750804647,-1.3428541740446174,-0.7394922443088481,-0.3175067033795979,0.5502446665414791,-1.0202421169988,0.4725413296594081,0.779977390799976,0.29675449419034916,2.0065992491671505,-1.229353076476306,-0.8288569796431127,0.5128653727324752,-0.31132008513363574,0.9245883382790937,-0.3323838705182459,-1.048054903781076,-0.14293733248382307,-0.9993131720126994,5.0,0.0,1.0
24,-1.1823303237244556,0.17135999279949907,-1.190803311430993,0.3287721609380172,0.10861279920402239,-1.036335254178944,0.5503555222008129,-0.33015167964950276,0.9999293960475151,-0.7353950658414671,-0.24322980737937527,0.3664962117254991,-1.229353076476306,-0.6396795105157718,0.8268738163788932,-0.5366971638693013,-1.340196724397158,0.7014863098405938,1.31549917682998,0.6635445165369285,-0.6639171407660849,6.0,1.0,1.0
24,-1.1823303237244556,0.17135999279949907,-1.190803311430993,0.3287721609380172,0.10861279920402239,-1.036335254178944,0.5503555222008129,-0.33015167964950276,0.9999293960475151,-0.7353950658414671,-0.474651650909258,-0.4231830285241849,0.6287858482199417,-0.8708964172269663,-0.11515151456036093,-0.8184185122888833,0.4645538724229801,0.13452524319218465,1.253300385234951,-0.41176461549074045,-0.41237011733112255,6.0,0.0,1.0
25,-1.1536679734404265,-0.09387542827661281,-0.9869107260825754,-0.3574084353088287,-0.3216205390383164,-1.7529565256290343,0.987123285789589,-0.14786581508972654,0.1957921256064295,-1.2667949760968762,-0.7060734944391399,0.3057516547832157,-1.091713156128436,-0.8498766984350395,0.6841427056305213,-1.1001398607084654,-1.6409884905338477,0.267927847109477,0.7557100524747286,0.1930967712748237,-0.9993131720126994,5.0,1.0,1.0
25,-1.1536679734404265,-0.09387542827661281,-0.9869107260825754,-0.3574084353088287,-0.3216205390383164,-1.7529565256290343,0.987123285789589,-0.14786581508972654,0.1957921256064295,-1.2667949760968762,-0.16608919286941484,-0.5446721424087517,0.009406206654525906,0.7476219297513952,-0.2864288474584073,1.4353522750677725,2.2869981025452764,0.267927847109477,0.19592092811947978,-0.2101441532355524,-0.07697408608450654,6.0,0.0,1.0
26,-1.413451321409841,0.27877106637029375,-0.2077631985572432,-0.6304621526119669,0.06500559380471617,-1.4371981481625682,0.7917732812750866,-0.22567175354434754,0.1518868692124177,-0.9612982158099624,0.29675449419034916,0.4272407686677822,-0.5411534747369551,-0.7657978232673324,0.6841427056305213,-1.49454974849588,-1.8533120901597462,0.5013824039646738,0.38251730290456176,0.39471723353001104,-0.8316151563893921,5.0,1.0,1.0
26,-1.413451321409841,0.27877106637029375,-0.2077631985572432,-0.6304621526119669,0.06500559380471617,-1.4371981481625682,0.7917732812750866,-0.22567175354434754,0.1518868692124177,-0.9612982158099624,-0.24322980737937527,-0.6054166993510351,0.21586608717633105,-0.9339555736027465,-0.11515151456036093,0.25212261170552824,0.535328405631613,-0.5658384273734798,1.4398967600200356,-0.6133850777459282,-0.41237011733112255,6.0,0.0,1.0
27,-1.6902723371552606,0.8712581857671052,0.016433926384586992,0.7611928052237167,-0.6551772381800599,-0.09202787662669441,2.405996010164836,-0.679184786565872,-0.23554159279366918,-0.5173744769454504,0.5281763377202319,0.5487298825523491,-0.7476133552587604,-0.8078372608511859,1.4263444815220545,-1.1564841303923816,-1.3932776243036327,0.6347850078819661,-0.30166940464074254,2.5453354975853486,-0.8316151563893921,5.0,1.0,1.0
27,-1.6902723371552606,0.8712581857671052,0.016433926384586992,0.7611928052237167,-0.6551772381800599,-0.09202787662669441,2.405996010164836,-0.679184786565872,-0.23554159279366918,-0.5173744769454504,-0.16608919286941484,-0.36243847158190146,0.49114592787207173,0.6845627733756148,-0.14369773671003552,0.08308980265377904,0.44686023912082184,0.46803175298535993,1.0045052188548396,-0.00852369098036436,0.006874921727147083,6.0,0.0,1.0
28,-1.7476920812206997,0.19283869734186965,-2.1834856842799666,-0.8234305887516151,-0.15852326680797427,-0.18662450036608824,-0.36459441980809976,-0.6321266193563211,0.01919289148298917,-0.5476184061167574,-0.08894857835945441,2.2495774769362837,-2.1928325189113975,-0.7447781044754056,0.6841427056305213,-0.9311070516567161,-1.4286648909079491,0.834888913757849,1.564294343210091,0.12588995052309435,-0.9154641642010458,5.0,1.0,1.0
28,-1.7476920812206997,0.19283869734186965,-2.1834856842799666,-0.8234305887516151,-0.15852326680797427,-0.18662450036608824,-0.36459441980809976,-0.6321266193563211,0.01919289148298917,-0.5476184061167574,0.14247326517042827,-0.4231830285241849,1.1105255694374876,-0.9129358548108196,-0.2578826253087329,-0.7620742426049669,0.2876175394013979,-1.099448843042575,-0.17727182145068696,-0.27735097398728176,0.9292140076553399,6.0,0.0,1.0
29,-1.9072758049617133,0.15071952147331175,-1.5093587588673743,-1.016041554437125,-0.15263057576186298,0.032459039548903224,0.33207508811276265,-0.6676502354345698,0.556580513611307,-0.29211895342326305,0.4510357232102707,1.8547378568114419,-2.1928325189113975,-0.7237583856834788,0.7412351499298696,-1.2691726697602146,-1.7648439236489553,0.5680837059233014,1.0045052188548396,0.39471723353001104,-0.5800681329544298,6.0,1.0,1.0
29,-1.9072758049617133,0.15071952147331175,-1.5093587588673743,-1.016041554437125,-0.15263057576186298,0.032459039548903224,0.33207508811276265,-0.6676502354345698,0.556580513611307,-0.29211895342326305,-0.011807963849493291,-0.11946024381276803,0.2846860473502662,-0.7237583856834788,-0.6575297354041739,0.36481115107336104,-0.030867860037449978,-1.3662540508770855,-0.7370609458059356,1.2011990825507626,1.5161570623369183,7.0,0.0,2.0
30,-1.2826461737146222,0.01410298827756765,-1.6604531626615675,-0.573290062619158,-0.8754259977436523,0.3310666006355271,-0.26858699090031724,0.08392709613624888,-0.49411338419390133,0.3151618647183255,-0.39751103639929686,2.0369715276382925,-1.711092797693852,-0.6396795105157718,0.9410587049775907,-0.7620742426049669,-0.5970641257065129,0.3679798000474185,0.8179088440697577,0.05868312977136499,-0.3285211095194689,5.0,1.0,1.0
30,-1.2826461737146222,0.01410298827756765,-1.6604531626615675,-0.573290062619158,-0.8754259977436523,0.3310666006355271,-0.26858699090031724,0.08392709613624888,-0.49411338419390133,0.3151618647183255,0.9910200247799958,-0.6054166993510351,0.49114592787207173,1.04189799283837,-0.3435212917577561,-0.5930414335532177,0.4645538724229801,0.9015902157164767,-0.11507302985565777,-0.00852369098036436,-0.41237011733112255,6.0,0.0,1.0
31,-1.7369509022689458,-0.007868456978465095,-2.0085391049968395,-0.2530495943411653,-0.6076939929474847,0.5198437249101705,-0.42153892760193334,0.4010167057873814,1.046558166180651,-0.2970571851276224,-0.24322980737937527,2.0977160845805756,-2.1928325189113975,-0.618659791723845,1.3977982593723801,-0.48035289418538496,-1.3932776243036327,0.6347850078819661,1.502095551615062,0.2603035920265523,0.09072392953880071,6.0,1.0,1.0
31,-1.7369509022689458,-0.007868456978465095,-2.0085391049968395,-0.2530495943411653,-0.6076939929474847,0.5198437249101705,-0.42153892760193334,0.4010167057873814,1.046558166180651,-0.2970571851276224,0.8367387957600749,-1.2128622687738688,0.14704612700239625,-0.9129358548108196,-0.40061373605710465,-1.3255169394441308,-1.2163412912820504,-0.43243582345622444,1.564294343210091,-0.8822123607528451,-0.24467210170781528,6.0,0.0,1.0
32,-1.23233938919232,0.6755940176391022,-0.7043959442358158,-0.6181526875841434,-0.9614897453017606,1.1237444778423813,0.331298455191191,-1.0616375304291337,-0.9552578003499411,1.260253815230093,0.8367387957600749,1.9154824137537254,-1.3669929968241763,-0.6606992293076985,0.7697813720795444,-0.8747627819727997,-0.04856149333960819,0.6347850078819661,-0.30166940464074254,0.8651649787921165,-0.5800681329544298,5.0,1.0,1.0
